CONVERSATION_ID,ASSISTANT_ID,EVENT_POSITION,eventData,eventId,timestamp,typeOfEvent,botKey,data,integrationId,method,nluEngineVersion,requestLatency
70a8a5ee-e5a0-4ecf-bb47-f04d5d51f1aa,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,30,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': '8307155cd3fb198077acd99ef4a2e834c23ed71f urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 301}",670d5a178790e7f88c2844ea,2024-10-14 20:51:19.141,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,8307155cd3fb198077acd99ef4a2e834c23ed71f urmc-89d910f65fcc8f771e58593cb7e0ce9d,301
67d55272-7a89-478a-8104-40f533d9321d,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,27,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': '0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2', 'requestLatency': 262}",670ea73ac6d56ea4415eb9a9,2024-10-15 20:32:42.215,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2,262
42f90345-2fd6-4c99-8ea8-28175bbf03c6,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,29,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': '0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2', 'requestLatency': 250}",670e733a8529bdd288bb9663,2024-10-15 16:50:50.765,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2,250
cc946338-834b-4acc-99c0-16d533479445,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,27,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': '0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2', 'requestLatency': 447}",670ea300c6d56ea4415e72fc,2024-10-15 20:14:40.499,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2,447
9a1d2109-189a-45b4-acaf-b5cfbf3d9b1f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,26,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': '6ea939c99252fd8d2b84582660f85fe69c4a6877 urmc-d7b76ab58052fc65932cbb27caa4ced2', 'requestLatency': 585}",670ebbb4c6d56ea4415fce46,2024-10-15 22:00:04.843,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,6ea939c99252fd8d2b84582660f85fe69c4a6877 urmc-d7b76ab58052fc65932cbb27caa4ced2,585
be6a22e7-3d06-4237-afce-c3ea88c1c466,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,33,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': '6ea939c99252fd8d2b84582660f85fe69c4a6877 urmc-d7b76ab58052fc65932cbb27caa4ced2', 'requestLatency': 161}",670ec6ed4031c12e658e6c42,2024-10-15 22:47:57.772,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,6ea939c99252fd8d2b84582660f85fe69c4a6877 urmc-d7b76ab58052fc65932cbb27caa4ced2,161
b5199ff7-d026-4679-aaf5-694b6c598d9f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,90,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': '0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2', 'requestLatency': 109}",670e85d1c6d56ea4415cb9d7,2024-10-15 18:10:09.395,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2,109
f9025793-df3c-4d4e-b9ed-2dd15a337251,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,32,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Air'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': 'a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8', 'requestLatency': 212}",67054b0d4f3c05168c76e46c,2024-10-08 18:09:01.160,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Air'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8,212
3e7519e6-f5ad-4c54-81c8-8fc6ddc3dd1d,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,49,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': 'a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8', 'requestLatency': 244}",670553407673c82f42662120,2024-10-08 18:44:00.791,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8,244
8a0cda1f-5b2f-4ca5-80b6-b6af3f19b1c3,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,40,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': 'a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8', 'requestLatency': 494}",67054d0914519701d6ddada3,2024-10-08 18:17:29.005,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8,494
30d5a0a2-6ab6-4bb9-9fd7-21df54c79301,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,37,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': 'a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8', 'requestLatency': 175}",670575c74f3c05168c79895e,2024-10-08 21:11:19.976,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8,175
db0e6c8a-410d-4b73-abbf-84d1f7cf141c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,33,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': 'a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8', 'requestLatency': 160}",6705873b0f278e6ab116fbf1,2024-10-08 22:25:47.033,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8,160
09563bfb-8e66-4a75-8439-cdff94ef3afa,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,104,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': 'a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8', 'requestLatency': 244}",67057ffc7673c82f4268d4fc,2024-10-08 21:54:52.540,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8,244
ff3bc71f-5103-4fb6-8e4d-720fda321e96,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,39,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': 'a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8', 'requestLatency': 144}",67054c854f3c05168c76fe67,2024-10-08 18:15:17.337,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8,144
0d856495-0e84-4650-afeb-62169821d435,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,34,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Air'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': 'a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8', 'requestLatency': 150}",67056e747673c82f4267c8ca,2024-10-08 20:40:04.629,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Air'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8,150
c6be77db-0c7f-43a7-8780-6d8ecb10e86b,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,26,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': 'e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 351}",6706d73214519701d6f0240b,2024-10-09 22:19:14.057,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5,351
7824d52f-b8d4-4faf-9c0b-b4a4536affbf,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,39,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': '9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 286}",670679d714519701d6ea7116,2024-10-09 15:40:55.771,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5,286
b0a095a0-9a72-4cdb-884d-c065eafb3a54,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,68,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': '9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 282}",670683627673c82f42731f38,2024-10-09 16:21:38.981,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5,282
228212a6-56b6-4f69-8037-5b21e71124ac,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,47,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': 'e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 185}",6706cb6d9a99212463d12d08,2024-10-09 21:29:01.434,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5,185
bd0f17f9-67bc-4f2f-bb5b-2b7aff5a957c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,26,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-b36d458c4b00d2be35abe2d4d99f8ef6', 'requestLatency': 292}",670962c68b7dd681e9347204,2024-10-11 20:39:18.845,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-b36d458c4b00d2be35abe2d4d99f8ef6,292
339bc342-cc30-4748-b3b5-c1172f3a2c86,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,35,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-b36d458c4b00d2be35abe2d4d99f8ef6', 'requestLatency': 472}",670925f826d0feb902ccb874,2024-10-11 16:19:52.914,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-b36d458c4b00d2be35abe2d4d99f8ef6,472
16ebf895-cf39-4e99-bab2-595c640a12b9,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,37,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 164}",67003e22da6a1c1483240498,2024-10-04 22:12:34.357,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,164
23b6e26f-c93c-408b-8977-bc6cba8d5805,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,84,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 148}",66fff7ecce37c37834a809c7,2024-10-04 17:13:00.401,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Urology'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,148
4bca2520-0c38-4b61-a01a-0fd0d7b1c173,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,109,"{'botKey': 'urmc', 'data': {'defaultQueueId': None, 'query': {}, 'queueName': 'Air'}, 'integrationId': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 202}",67002cf4fd4c301deb1c9812,2024-10-04 20:59:16.182,INTEGRATION_SERVER_REQUEST,urmc,"{'defaultQueueId': None, 'query': {}, 'queueName': 'Air'}",e4dd9ed6-76e8-4106-bfb7-14355133ed66,ARE_LIVECHAT_AGENTS_ONLINE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,202
